file                                                                                                                                                    status   objective_name                                objective_value
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7981_terminationG_0@0                                                                       unknown  lam2n9                                        -96567838
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7981_terminationG_0@1                                                                       unknown  lam14n5                                       -100034
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7981_terminationG_0@2                                                                       unknown  lam3n8                                        -94942938
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7981_terminationG_0@3                                                                       unknown  lam15n1                                       -1470889
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7981_terminationG_0@4                                                                       unknown  lam4n10                                       -82036504
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7986_terminationG_0@0                                                                       unknown  lam17n15                                      -766774
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7986_terminationG_0@1                                                                       unknown  lam4n6                                        -99614829
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7986_terminationG_0@2                                                                       unknown  lam1n0                                        -891
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7986_terminationG_0@3                                                                       unknown  h^0                                           -1344377
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7986_terminationG_0@4                                                                       unknown  lam4n8                                        -98130636
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7990_terminationG_0@0                                                                       unknown  RFN1_k^0                                      -89398154
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7990_terminationG_0@1                                                                       unknown  h^0                                           -350
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7990_terminationG_0@2                                                                       unknown  lam10n14                                      -83444522
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7990_terminationG_0@3                                                                       unknown  lam13n2                                       -96720202
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7990_terminationG_0@4                                                                       unknown  lam4n8                                        -88753926
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7991_terminationG_0@0                                                                       unknown  RFN1_i^0                                      -94365329
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7991_terminationG_0@1                                                                       unknown  lam2n5                                        -90976785
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7991_terminationG_0@2                                                                       unknown  lam15n19                                      -94378789
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7991_terminationG_0@3                                                                       unknown  lam14n18                                      -93012614
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7991_terminationG_0@4                                                                       unknown  lam16n0                                       -9600257
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7995_terminationG_0@0                                                                       unknown  lam0n2                                        -67349190
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7995_terminationG_0@1                                                                       unknown  RFN1_k^0                                      -87111136
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7995_terminationG_0@2                                                                       unknown  lam13n14                                      -96499893
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7995_terminationG_0@3                                                                       unknown  lam2n9                                        -81107347
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7995_terminationG_0@4                                                                       unknown  lam2n5                                        -56597711
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7996_terminationG_0@0                                                                       unknown  lam1n8                                        -88560084
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7996_terminationG_0@1                                                                       unknown  lam7n1                                        -193484
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7996_terminationG_0@2                                                                       unknown  lam6n8                                        -90495
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7996_terminationG_0@3                                                                       sat      Nl11destflag^03                               -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7996_terminationG_0@4                                                                       unknown  lam0n8                                        -80117715
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8000_terminationG_0@0                                                                       unknown  lam10n3                                       -98210686
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8000_terminationG_0@1                                                                       unknown  lam13n16                                      -88902722
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8000_terminationG_0@2                                                                       sat      Nl11k^02                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8000_terminationG_0@3                                                                       unknown  lam12n9                                       -99994147
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8000_terminationG_0@4                                                                       unknown  lam3n8                                        -94725476
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8010_terminationG_0@0                                                                       unknown  lam12n7                                       -86127933
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8010_terminationG_0@1                                                                       unknown  lam2n2                                        -112
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8010_terminationG_0@2                                                                       unknown  lam1n2                                        -2866
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8010_terminationG_0@3                                                                       unknown  lam0n0                                        -32461077
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8010_terminationG_0@4                                                                       unknown  lam12n2                                       -68406684
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8016_terminationG_0@0                                                                       unknown  k_1^0                                         -85
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8016_terminationG_0@1                                                                       unknown  lam16n15                                      -90921046
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8016_terminationG_0@2                                                                       unknown  lam3n7                                        -99533335
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8016_terminationG_0@3                                                                       unknown  lam17n8                                       -89986550
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8016_terminationG_0@4                                                                       unknown  lam17n2                                       -71358816
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8026_terminationG_0@0                                                                       unknown  edgecount^0                                   -38
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8026_terminationG_0@1                                                                       unknown  lam1n2                                        -114
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8026_terminationG_0@2                                                                       unknown  lam17n17                                      -97466079
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8026_terminationG_0@3                                                                       unknown  lam0n8                                        -85548034
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8026_terminationG_0@4                                                                       unknown  lam17n15                                      -98934367
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8030_terminationG_0@0                                                                       unknown  lam11n13                                      -80469015
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8030_terminationG_0@1                                                                       unknown  lam11n4                                       -80547642
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8030_terminationG_0@2                                                                       unknown  edgecount^0                                   -14192
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8030_terminationG_0@3                                                                       unknown  lam10n18                                      -87940570
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8030_terminationG_0@4                                                                       unknown  lam11n12                                      -35385735
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8031_terminationG_0@0                                                                       unknown  lam15n19                                      -61
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8031_terminationG_0@1                                                                       unknown  lam16n16                                      -99945986
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8031_terminationG_0@2                                                                       unknown  RFN1_edgecount^0                              -99980912
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8031_terminationG_0@3                                                                       unknown  lam16n26                                      -95644790
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8031_terminationG_0@4                                                                       unknown  lam6n10                                       -13293585
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8040_terminationG_0@0                                                                       unknown  lam4n9                                        -12390269
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8040_terminationG_0@1                                                                       unknown  lam12n17                                      -31
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8040_terminationG_0@2                                                                       unknown  lam3n7                                        -4376405
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8040_terminationG_0@3                                                                       unknown  lam11n1                                       -94366246
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8040_terminationG_0@4                                                                       unknown  lam10n9                                       -32
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8041_terminationG_0@0                                                                       unknown  RFN1_k_1^0                                    -99122751
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8041_terminationG_0@1                                                                       unknown  lam3n6                                        -11255363
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8041_terminationG_0@2                                                                       unknown  lam14n23                                      -27690157
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8041_terminationG_0@3                                                                       sat      Nl11nodecount^03                              -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8041_terminationG_0@4                                                                       sat      Nl11nodecount^02                              -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8045_terminationG_0@0                                                                       unknown  lam13n28                                      -99160652
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8045_terminationG_0@1                                                                       unknown  lam12n2                                       -92523132
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8045_terminationG_0@2                                                                       unknown  lam10n14                                      -97565902
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8045_terminationG_0@3                                                                       unknown  lam12n3                                       -97600772
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8045_terminationG_0@4                                                                       unknown  edgecount^0                                   -64545381
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8046_terminationG_0@0                                                                       sat      Nl11nodecount^03                              -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8046_terminationG_0@1                                                                       unknown  lam4n1                                        -4372365
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8046_terminationG_0@2                                                                       unknown  lam16n20                                      -97089589
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8046_terminationG_0@3                                                                       unknown  lam1n11                                       -91796529
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8046_terminationG_0@4                                                                       unknown  lam5n4                                        -8993
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8050_terminationG_0@0                                                                       unknown  lam2n6                                        -89398424
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8050_terminationG_0@1                                                                       unknown  lam11n23                                      -78109073
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8050_terminationG_0@2                                                                       unknown  lam12n23                                      -95563112
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8050_terminationG_0@3                                                                       sat      Nl11nodecount^01                              -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8050_terminationG_0@4                                                                       unknown  lam1n10                                       -12625639
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8051_terminationG_0@0                                                                       unknown  lam14n31                                      -76114821
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8051_terminationG_0@1                                                                       unknown  lam17n10                                      -82473361
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8051_terminationG_0@2                                                                       sat      Nl11h^02                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8051_terminationG_0@3                                                                       unknown  lam14n24                                      -76611200
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8051_terminationG_0@4                                                                       unknown  lam6n1                                        -6025
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8056_terminationG_0@0                                                                       unknown  lam15n24                                      -2321590
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8056_terminationG_0@1                                                                       unknown  lam14n1                                       -77705543
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8056_terminationG_0@2                                                                       unknown  lam16n12                                      -98611113
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8056_terminationG_0@3                                                                       unknown  lam17n14                                      -97494903
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8056_terminationG_0@4                                                                       unknown  lam17n8                                       -97019985
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8065_terminationG_0@0                                                                       unknown  lam9n21                                       -95252683
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8065_terminationG_0@1                                                                       unknown  lam7n25                                       -4
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8065_terminationG_0@2                                                                       unknown  lam9n8                                        -88169132
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8065_terminationG_0@3                                                                       unknown  lam9n33                                       -55711171
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8065_terminationG_0@4                                                                       unknown  lam6n15                                       -28
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8067_terminationG_0@0                                                                       unknown  lam3n5                                        -92417381
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8067_terminationG_0@1                                                                       unknown  lam16n23                                      -76808011
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8067_terminationG_0@2                                                                       unknown  lam0n6                                        -45
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8067_terminationG_0@3                                                                       unknown  lam14n20                                      -24
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8067_terminationG_0@4                                                                       unknown  lam14n9                                       -20
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8084_edge_closing_0@0                                                                       unknown  lam27n1                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8084_edge_closing_0@1                                                                       unknown  lam34n2                                       -4515
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8084_edge_closing_0@2                                                                       unknown  Nl14sourceflag^01                             0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8084_edge_closing_0@3                                                                       unknown  lam9n2                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8084_edge_closing_0@4                                                                       unknown  lam52n4                                       -85049433
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8089_edge_closing_0@0                                                                       unknown  lam69n3                                       -52492945
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8089_edge_closing_0@1                                                                       sat      Nl23i^01                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8089_edge_closing_0@2                                                                       unknown  lam7n2                                        -7317
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8089_edge_closing_0@3                                                                       unknown  lam35n0                                       -71075183
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8089_edge_closing_0@4                                                                       sat      Nl23k^01                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8090_edge_closing_0@0                                                                       unknown  lam21n6                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8090_edge_closing_0@1                                                                       sat      Nl14j^02                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8090_edge_closing_0@2                                                                       unknown  lam89n1                                       -54003
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8090_edge_closing_0@3                                                                       sat      Nl14edgecount^01                              -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8090_edge_closing_0@4                                                                       unknown  lam83n2                                       -47345
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__term_unfeasibility_3_0@0                                                                     unknown  lam3n1                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__term_unfeasibility_3_0@1                                                                     unknown  lam38n0                                       -878
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__term_unfeasibility_3_0@2                                                                     unknown  lam25n3                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__term_unfeasibility_3_0@3                                                                     unknown  lam42n1                                       -83937735
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__term_unfeasibility_3_0@4                                                                     unknown  lam23n3                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0@0                                              unknown  lam15n1                                       -1274
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0@1                                              unknown  lam26n0                                       -98394711
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0@2                                              sat      Nl10n^01                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0@3                                              unknown  lam4n0                                        -4942553
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0@4                                              unknown  lam5n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_2_0@0                                                                     unknown  lam20n2                                       -99493247
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_2_0@1                                                                     unknown  lam8n0                                        -97268358
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_2_0@2                                                                     unknown  lam17n2                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_2_0@3                                                                     unknown  lam10n1                                       -89124751
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_2_0@4                                                                     unknown  lam22n0                                       -99064580
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_3_0@0                                                                     sat      lam32n1                                       1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_3_0@1                                                                     unknown  lam22n3                                       -76779075
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_3_0@2                                                                     unknown  lam21n1                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_3_0@3                                                                     sat      Nl14scale^01                                  -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_3_0@4                                                                     unknown  lam8n1                                        -84672700
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_4_0@0                                                                     unknown  lam1n1                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_4_0@1                                                                     sat      Nl14i^01                                      -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_4_0@2                                                                     unknown  lam7n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_4_0@3                                                                     unknown  lam4n5                                        -67819587
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__qrdcmp.t2__term_unfeasibility_4_0@4                                                                     unknown  lam19n4                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8351_terminationG_0@0                                                                 unknown  lam127n1                                      -20210
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8351_terminationG_0@1                                                                 unknown  lam128n0                                      -21911
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8351_terminationG_0@2                                                                 unknown  lam59n3                                       -27457
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8351_terminationG_0@3                                                                 sat      Nl7bDomain^01                                 -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8351_terminationG_0@4                                                                 unknown  lam28n1                                       -19448
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8357_terminationG_0@0                                                                 unknown  lam97n3                                       -46621
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8357_terminationG_0@1                                                                 unknown  lam110n1                                      -91630829
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8357_terminationG_0@2                                                                 unknown  lam117n1                                      -96006585
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8357_terminationG_0@3                                                                 unknown  lam79n2                                       -45290
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8357_terminationG_0@4                                                                 unknown  lam41n1                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8358_terminationG_0@0                                                                 unknown  lam19n3                                       -35
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8358_terminationG_0@1                                                                 unknown  lam48n3                                       -101916
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8358_terminationG_0@2                                                                 sat      Nl14bDomain^01                                -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8358_terminationG_0@3                                                                 unknown  lam5n1                                        -307
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8358_terminationG_0@4                                                                 unknown  lam40n3                                       -32
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8359_terminationG_0@0                                                                 unknown  lam132n4                                      -187
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8359_terminationG_0@1                                                                 unknown  lam75n0                                       -7
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8359_terminationG_0@2                                                                 unknown  lam7n3                                        -1640
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8359_terminationG_0@3                                                                 unknown  lam110n5                                      -468
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__p8359_terminationG_0@4                                                                 unknown  lam119n6                                      -2621
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__term_unfeasibility_2_0@0                                                               unknown  Nl7ni^01                                      0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__term_unfeasibility_2_0@1                                                               unknown  lam33n1                                       1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__term_unfeasibility_2_0@2                                                               unknown  lam22n2                                       -2415
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__term_unfeasibility_2_0@3                                                               unknown  lam21n1                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2_fixed__term_unfeasibility_2_0@4                                                               unknown  lam22n3                                       -92745178
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8369_terminationG_0@0                                                                       unknown  lam57n1                                       -91085806
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8369_terminationG_0@1                                                                       unknown  lam21n3                                       -95050095
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8369_terminationG_0@2                                                                       unknown  lam115n5                                      -462
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8369_terminationG_0@3                                                                       unknown  lam145n0                                      -6622
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8369_terminationG_0@4                                                                       unknown  lam82n2                                       -18772
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8370_terminationG_0@0                                                                       unknown  lam53n4                                       -51
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8370_terminationG_0@1                                                                       sat      Nl17bDomain^01                                -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8370_terminationG_0@2                                                                       unknown  lam121n6                                      -6599
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8370_terminationG_0@3                                                                       unknown  lam134n3                                      -2004
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8370_terminationG_0@4                                                                       unknown  lam163n3                                      -3305
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8372_terminationG_0@0                                                                       unknown  lam92n2                                       -45831
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8372_terminationG_0@1                                                                       unknown  lam113n1                                      -85369
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8372_terminationG_0@2                                                                       unknown  lam37n0                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8372_terminationG_0@3                                                                       unknown  lam75n4                                       -159440
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__p8372_terminationG_0@4                                                                       unknown  lam43n0                                       0
