file                                                                                                                                                    status   objective_name                                objective_value
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@0                                                                                 sat      Nl3a_16^02                                    -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@1                                                                                 unknown  lam2n5                                        -51838
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@2                                                                                 sat      Nl3head_12^03                                 -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@3                                                                                 unknown  lam0n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@4                                                                                 unknown  lam3n6                                        -55407
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@0                                                                                 unknown  lam5n0                                        -96540141
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@1                                                                                 sat      lam6n3                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@2                                                                                 sat      lam6n2                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@3                                                                                 unknown  lam2n7                                        -97543850
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@4                                                                                 unknown  lam2n1                                        -97188971
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@0                                                                                 sat      lam8n7                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@1                                                                                 unknown  lam2n5                                        -51908
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@2                                                                                 unknown  lam3n6                                        -55827
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@3                                                                                 sat      lam8n5                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@4                                                                                 unknown  lam0n9                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@0                                                                                 unknown  undef29                                       -26261
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@1                                                                                 unknown  lam1n2                                        -99308355
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@2                                                                                 sat      Nl3i_11^01                                    -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@3                                                                                 unknown  lam0n6                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@4                                                                                 unknown  lam5n6                                        -97220466
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@0                                                                                 unknown  lam0n7                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@1                                                                                 unknown  a_16^0                                        -28325
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@2                                                                                 sat      lam8n1                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@3                                                                                 sat      Nl3i_11^01                                    -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@4                                                                                 unknown  lam3n8                                        -99648128
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@0                                                                         unknown  lam10n5                                       -100005216
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@1                                                                         unknown  lam7n2                                        -93004448
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@2                                                                         unknown  lam0n4                                        -344
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@3                                                                         unknown  Nl1CT2                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@4                                                                         unknown  lam8n3                                        -149523
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@0                                                                         unknown  lam13n5                                       -90962906
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@1                                                                         unknown  lam13n1                                       -1130363
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@2                                                                         unknown  lam12n1                                       -608
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@3                                                                         unknown  lam0n4                                        -4
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@4                                                                         unknown  lam2n4                                        -94095017
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@0                                                               unknown  lam6n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@1                                                               unknown  lam9n0                                        -5
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@2                                                               unknown  lam3n1                                        -56
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@3                                                               unknown  lam16n2                                       -14138
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@4                                                               unknown  lam10n3                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@0                                                              unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@1                                                              unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@2                                                              unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@3                                                              unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@4                                                              unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@0                                                              unknown  lam1n0                                        -86544936
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@1                                                              unknown  i3^0                                          50
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@2                                                              sat      Nl10fcode5^03                                 -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@3                                                              unknown  lam13n4                                       -9
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@4                                                              sat      Nl10hshift11^03                               -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@0                                                                          unknown  lam1n6                                        -100184128
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@1                                                                          unknown  undef689                                      -82674173
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@2                                                                          unknown  lam2n6                                        -99879801
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@3                                                                          unknown  block_compress^0                              -85341745
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@4                                                                          unknown  lam1n5                                        -99840341
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@0                                                             unknown  lam9n0                                        -25
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@1                                                             unknown  lam0n1                                        -24140033
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@2                                                             unknown  lam3n0                                        -100013636
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@3                                                             unknown  lam1n0                                        -100015124
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@4                                                             unknown  lam8n2                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@0                                                             unknown  lam5n3                                        -31861
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@1                                                             sat      Nl1x^01                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@2                                                             unknown  lam1n3                                        -100774053
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@3                                                             unknown  lam8n2                                        -99520027
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@4                                                             unknown  lam1n2                                        -100209444
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@0                                                             unknown  lam2n1                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@1                                                             unknown  lam3n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@2                                                             unknown  lam2n6                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@3                                                             unknown  UndefCntr0_x^0                                -2733819
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@4                                                             unknown  lam11n2                                       -3715771
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@0                                                             unknown  lam11n1                                       -184
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@1                                                             unknown  UndefCntr0_x^0                                -258
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@2                                                             unknown  lam3n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@3                                                             unknown  lam1n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@4                                                             unknown  lam9n0                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@0                                                                   unknown  lam3n1                                        -99688669
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@1                                                                   unknown  RFN1_CT                                       -74824
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@2                                                                   unknown  lam1n5                                        -99994380
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@3                                                                   unknown  lam2n3                                        -99854306
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@4                                                                   unknown  __const_1000^0                                -2491918
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18046_terminationG_0@0                                                                   unknown  lam8n2                                        -7168
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18046_terminationG_0@1                                                                   unknown  lam0n0                                        -98631490
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18046_terminationG_0@2                                                                   unknown  lam2n4                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18046_terminationG_0@3                                                                   unknown  RFN1_CT                                       -1217
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18046_terminationG_0@4                                                                   sat      Nl1x^01                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18092_terminationG_0@0                                                                     unknown  lam1n2                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18092_terminationG_0@1                                                                     unknown  lam7n4                                        -99126777
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18092_terminationG_0@2                                                                     unknown  lam8n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18092_terminationG_0@3                                                                     unknown  lam2n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18092_terminationG_0@4                                                                     unknown  lam8n4                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18102_edge_closing_0@0                                                                     sat      Nl1x^03                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18102_edge_closing_0@1                                                                     unknown  lam3n2                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18102_edge_closing_0@2                                                                     unknown  lam9n2                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18102_edge_closing_0@3                                                                     unknown  lam13n0                                       -65569741
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2.t2__p18102_edge_closing_0@4                                                                     unknown  lam7n3                                        -80
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18120_terminationG_0@0                                                             unknown  RFN1_CT                                       -10806470
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18120_terminationG_0@1                                                             unknown  lam0n1                                        -7224
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18120_terminationG_0@2                                                             unknown  lam3n2                                        -4190425
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18120_terminationG_0@3                                                             unknown  lam7n0                                        -20569281
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2_fixed__p18120_terminationG_0@4                                                             unknown  lam2n2                                        -4179712
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18201_edge_closing_0@0                                                                   unknown  lam1n6                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18201_edge_closing_0@1                                                                   unknown  lam12n1                                       0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18201_edge_closing_0@2                                                                   sat      Nl1__const_200^02                             -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18201_edge_closing_0@3                                                                   unknown  lam3n2                                        -97815357
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18201_edge_closing_0@4                                                                   unknown  lam1n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18204_edge_closing_0@0                                                                   unknown  UndefDef0undef2_x^0                           1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18204_edge_closing_0@1                                                                   unknown  lam0n7                                        -78776049
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18204_edge_closing_0@2                                                                   unknown  lam1n3                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18204_edge_closing_0@3                                                                   unknown  lam7n1                                        -4879643
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts3nt.t2__p18204_edge_closing_0@4                                                                   unknown  lam7n4                                        -78863280
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18219_terminationG_0@0                                                             unknown  lam0n1                                        -67
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18219_terminationG_0@1                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18219_terminationG_0@2                                                             unknown  lam3n1                                        -70445949
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18219_terminationG_0@3                                                             unknown  Nl1x^01                                       1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18219_terminationG_0@4                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18224_terminationG_0@0                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18224_terminationG_0@1                                                             unknown  lam1n0                                        1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18224_terminationG_0@2                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18224_terminationG_0@3                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18224_terminationG_0@4                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18231_terminationG_0@0                                                             unknown  lam1n2                                        -48213157
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18231_terminationG_0@1                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18231_terminationG_0@2                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18231_terminationG_0@3                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18231_terminationG_0@4                                                             unknown  lam3n2                                        -3
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18233_terminationG_0@0                                                             unknown  lam7n2                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18233_terminationG_0@1                                                             unknown  lam9n4                                        -5
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18233_terminationG_0@2                                                             unknown  lam10n1                                       -5252067
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18233_terminationG_0@3                                                             unknown  lam7n1                                        -101
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18233_terminationG_0@4                                                             unknown  lam1n0                                        -100041083
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18240_terminationG_0@0                                                             unknown  Nl1x^01                                       1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18240_terminationG_0@1                                                             unknown  lam1n2                                        -75685410
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18240_terminationG_0@2                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18240_terminationG_0@3                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18240_terminationG_0@4                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18241_terminationG_0@0                                                             unknown  lam5n4                                        -17199
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18241_terminationG_0@1                                                             unknown  lam7n3                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18241_terminationG_0@2                                                             unknown  lam1n2                                        -81441495
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18241_terminationG_0@3                                                             unknown  lam2n1                                        -777786
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18241_terminationG_0@4                                                             unknown  lam8n1                                        -66417867
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18242_terminationG_0@0                                                             sat      Nl1x^01                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18242_terminationG_0@1                                                             unknown  lam2n2                                        -30110138
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18242_terminationG_0@2                                                             unknown  lam2n0                                        -99973955
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18242_terminationG_0@3                                                             unknown  lam1n1                                        -15938689
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18242_terminationG_0@4                                                             unknown  Nl1CT1                                        -3
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18246_terminationG_0@0                                                             unknown  lam2n2                                        -78063213
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18246_terminationG_0@1                                                             unknown  lam5n1                                        -140
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18246_terminationG_0@2                                                             unknown  lam5n2                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18246_terminationG_0@3                                                             unknown  lam2n1                                        -834652
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18246_terminationG_0@4                                                             unknown  lam6n3                                        -41
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18252_terminationG_0@0                                                             unknown  lam1n2                                        -57705558
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18252_terminationG_0@1                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18252_terminationG_0@2                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18252_terminationG_0@3                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18252_terminationG_0@4                                                             unknown                                                
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18253_terminationG_0@0                                                             unknown  lam0n3                                        -11
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18253_terminationG_0@1                                                             unknown  lam1n3                                        -100110197
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18253_terminationG_0@2                                                             unknown  lam6n1                                        -3
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18253_terminationG_0@3                                                             unknown  lam6n2                                        -3611
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18253_terminationG_0@4                                                             unknown  lam5n1                                        -148
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18254_terminationG_0@0                                                             unknown  lam1n1                                        -52707188
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18254_terminationG_0@1                                                             unknown  lam1n0                                        -78252506
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18254_terminationG_0@2                                                             unknown  lam10n0                                       -7224
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18254_terminationG_0@3                                                             unknown  lam2n0                                        -93764381
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4nt.t2_fixed__p18254_terminationG_0@4                                                             unknown  lam9n5                                        -2
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18333_terminationG_0@0                                                                     unknown  lam2n4                                        -99490471
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18333_terminationG_0@1                                                                     sat      Nl1x^01                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18333_terminationG_0@2                                                                     sat      Nl1x^03                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18333_terminationG_0@3                                                                     sat      Nl1__const_200^02                             -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18333_terminationG_0@4                                                                     unknown  lam1n0                                        -99755289
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18346_edge_closing_0@0                                                                     unknown  lam1n5                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18346_edge_closing_0@1                                                                     unknown  lam5n1                                        -1578
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18346_edge_closing_0@2                                                                     unknown  lam2n1                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18346_edge_closing_0@3                                                                     sat      Nl1__const_1000^02                            -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18346_edge_closing_0@4                                                                     unknown  lam5n2                                        -96
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18353_edge_closing_0@0                                                                     unknown  lam3n4                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18353_edge_closing_0@1                                                                     unknown  lam3n0                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18353_edge_closing_0@2                                                                     unknown  lam3n6                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18353_edge_closing_0@3                                                                     unknown  lam7n3                                        -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts4.t2__p18353_edge_closing_0@4                                                                     unknown  FV_undef3_2                                   -75
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18401_edge_closing_0@0                                                             unknown  FV_x^0_2                                      50001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18401_edge_closing_0@1                                                             unknown  lam1n4                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18401_edge_closing_0@2                                                             unknown  FV_x^0_1                                      50001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18401_edge_closing_0@3                                                             unknown  lam3n1                                        0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2_fixed__p18401_edge_closing_0@4                                                             unknown  lam11n0                                       -227
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18420_terminationG_0@0                                                                   sat      Nl1y^03                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18420_terminationG_0@1                                                                   sat      Nl1__const_1000^02                            -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18420_terminationG_0@2                                                                   unknown  RFN1___const_110^0                            -93821595
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18420_terminationG_0@3                                                                   sat      Nl1y^02                                       -1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18420_terminationG_0@4                                                                   unknown  lam9n2                                        -99023060
