file	status	objective_name	objective_value
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__convLower_rec.jar-obl-8__p28063_terminationG_0@0	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__convLower_rec.jar-obl-8__p28063_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__convLower_rec.jar-obl-8__p28063_terminationG_0@2	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__convLower_rec.jar-obl-8__p28063_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__convLower_rec.jar-obl-8__p28063_terminationG_0@4	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28113_terminationG_0@0	sat	lam71n14	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28113_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28113_terminationG_0@2	sat	lam59n19	-100000001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28113_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28113_terminationG_0@4	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28114_terminationG_0@0	sat	RFN1_arg5	-100000001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28114_terminationG_0@1	sat	lam64n13	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28114_terminationG_0@2	sat	lam86n15	-100000001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28114_terminationG_0@3	sat	lam92n15	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28114_terminationG_0@4	sat	lam36n22	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28115_terminationG_0@0	sat	lam65n15	-100000001
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28115_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28115_terminationG_0@2	sat	lam22n9	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28115_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10-2__p28115_terminationG_0@4	sat	lam22n2	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28154_terminationG_0@0	sat	lam1n8	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28154_terminationG_0@1	sat	RFN1_arg2	-100000185
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28154_terminationG_0@2	sat	lam14n8	-100003836
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28154_terminationG_0@3	sat	lam14n2	-100005865
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Count.jar-obl-10__p28154_terminationG_0@4	sat	lam14n9	-100003126
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0@0	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0@1	sat	lam1n4	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0@2	sat	UndefCntr0_arg3	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0@3	sat	UndefDef0undef17_arg1	1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0@4	sat	Nl2arg22	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0@0	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0@2	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0@4	sat	RFN1_arg3	-100000141
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28395_edge_closing_0@0	sat	lam5n6	-100911464
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28395_edge_closing_0@1	sat	lam7n1	-100844217
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28395_edge_closing_0@2	sat	Nl2arg42	-2
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28395_edge_closing_0@3	sat	lam6n5	-100273220
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28395_edge_closing_0@4	sat	lam7n0	-100720008
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__terminationQ_25_0@0	sat	lam6n8	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__terminationQ_25_0@1	sat	lam0n19	-100000063
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__terminationQ_25_0@2	sat	lam3n32	-100000625
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__terminationQ_25_0@3	sat	lam6n13	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__terminationQ_25_0@4	sat	lam2n0	1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28418_safety_0@0	sat	lam3n8	-100151225
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28418_safety_0@1	sat	arg2	1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28418_safety_0@2	sat	lam1n1	-100081153
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28418_safety_0@3	sat	lam3n7	-100150635
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28418_safety_0@4	sat	lam0n8	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__flip_rec.jar-obl-8__p29672_terminationG_0@0	sat	lam7n0	-103989403
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__flip_rec.jar-obl-8__p29672_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__flip_rec.jar-obl-8__p29672_terminationG_0@2	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__flip_rec.jar-obl-8__p29672_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__flip_rec.jar-obl-8__p29672_terminationG_0@4	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29826_terminationG_0@0	sat	lam19n2	-100000059
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29826_terminationG_0@1	sat	arg4	1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29826_terminationG_0@2	sat	lam40n0	-100000069
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29826_terminationG_0@3	sat	lam25n5	-100000037
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29826_terminationG_0@4	sat	lam25n4	-100000013
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29827_terminationG_0@0	sat	Nl5arg21	-1000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29827_terminationG_0@1	sat	lam37n5	-100001710
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29827_terminationG_0@2	sat	lam9n6	-100001914
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29827_terminationG_0@3	sat	lam20n3	-100001851
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29827_terminationG_0@4	sat	lam13n7	-100003134
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29828_terminationG_0@0	sat	lam10n8	-100005741
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29828_terminationG_0@1	sat	lam3n0	-100000302
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29828_terminationG_0@2	sat	lam36n5	-100004999
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29828_terminationG_0@3	sat	lam17n5	-100007069
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29828_terminationG_0@4	sat	lam15n6	-100005731
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29833_terminationG_0@0	sat	Nl3arg83	-1000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29833_terminationG_0@1	sat	lam12n2	-100053401
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29833_terminationG_0@2	sat	lam1n4	-100069570
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29833_terminationG_0@3	sat	lam38n5	-100076254
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Iterations.jar-obl-8__p29833_terminationG_0@4	sat	lam41n13	-100050949
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11057_terminationG_0@0	sat	lam14n5	-100001223
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11057_terminationG_0@1	sat	lam16n6	-100009582
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11057_terminationG_0@2	sat	lam10n2	-100004860
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11057_terminationG_0@3	sat	lam41n6	-100007396
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11057_terminationG_0@4	sat	lam0n5	-100007703
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11070_edge_closing_0@0	sat	lam29n4	-100089826
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11070_edge_closing_0@1	sat	lam9n1	-100063085
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11070_edge_closing_0@2	sat	lam16n4	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11070_edge_closing_0@3	sat	lam5n2	-100000486
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11070_edge_closing_0@4	sat	lam37n5	-100075777
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0@0	sat	lam24n0	-100051142
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0@1	sat	lam29n0	-100005267
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0@2	sat	lam49n4	-100035655
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0@3	sat	lam27n2	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0@4	sat	lam7n2	-100000596
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14930_safety_0@0	sat	lam7n3	-100006950
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14930_safety_0@1	sat	lam7n4	-100006852
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14930_safety_0@2	sat	lam0n1	-100000042
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14930_safety_0@3	sat	Nl2CT1	-100006072
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14930_safety_0@4	sat	lam1n3	-100009948
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15160_safety_0@0	sat	lam7n1	-100000744
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15160_safety_0@1	sat	lam26n6	-100000088
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15160_safety_0@2	sat	lam22n1	-100000700
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15160_safety_0@3	sat	lam29n4	-100005309
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15160_safety_0@4	sat	lam44n5	-100000119
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15161_safety_0@0	sat	lam56n8	-100008907
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15161_safety_0@1	sat	lam16n9	-100008736
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15161_safety_0@2	sat	lam46n5	-100000056
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15161_safety_0@3	sat	lam56n0	-100011686
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1394complete-fail.t2__p15161_safety_0@4	sat	lam13n3	-100000336
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1.t2__p15280_safety_0@0	sat	lam1n7	-100040845
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1.t2__p15280_safety_0@1	sat	lam8n4	-100017664
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1.t2__p15280_safety_0@2	sat	Nl3__disjvr_0^01	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1.t2__p15280_safety_0@3	sat	lam7n6	-100011117
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__1.t2__p15280_safety_0@4	sat	lam2n1	-100036245
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15330_safety_0@0	sat	lam7n1	-100041169
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15330_safety_0@1	sat	Nl3length_10^01	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15330_safety_0@2	sat	lam0n7	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15330_safety_0@3	sat	lam2n5	-100052000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15330_safety_0@4	sat	lam1n6	-100055951
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15332_safety_0@0	sat	lam0n2	2
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15332_safety_0@1	sat	Nl3length_10^02	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15332_safety_0@2	sat	lam6n6	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15332_safety_0@3	sat	undef29	-100026198
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15332_safety_0@4	sat	lam6n5	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@0	sat	Nl3a_16^02	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@1	sat	lam2n5	-100051667
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@2	sat	Nl3head_12^03	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@3	sat	lam0n5	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15334_safety_0@4	sat	lam3n6	-100055609
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@0	sat	lam5n0	-100081912
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@1	sat	lam6n3	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@2	sat	lam6n2	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@3	sat	lam2n7	-100092410
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15335_safety_0@4	sat	lam2n1	-100063884
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@0	sat	lam8n7	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@1	sat	lam2n5	-100051865
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@2	sat	lam3n6	-100055815
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@3	sat	lam8n5	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15336_safety_0@4	sat	lam0n9	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@0	sat	undef29	-100025817
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@1	sat	lam1n2	-100052265
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@2	sat	Nl3i_11^01	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@3	sat	lam0n6	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15338_safety_0@4	sat	lam5n6	-100147014
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@0	sat	lam0n7	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@1	sat	a_16^0	-100007780
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@2	sat	lam8n1	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@3	sat	Nl3i_11^01	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__2.t2__p15339_safety_0@4	sat	lam3n8	-100043874
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@0	sat	lam10n5	-100033681
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@1	sat	lam7n2	-100014356
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@2	sat	lam0n4	-100000056
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17701_terminationG_0@4	sat	lam8n3	-100078363
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@0	sat	lam13n5	-100000186
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@1	sat	lam13n1	-100000373
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@2	sat	lam12n1	-100000352
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@3	sat	lam0n4	-100000004
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__cfg.t2__p17709_terminationG_0@4	sat	lam2n4	-100001953
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@0	sat	lam6n3	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@1	sat	lam9n0	-100000003
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@2	sat	lam3n1	-100000009
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@3	sat	lam16n2	-100000008
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__collatz.t2_fixed__p17742_terminationG_0@4	sat	lam10n3	-100000000
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@0	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@1	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@2	sat	hsize^0	65537
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@3	unknown		
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17777_terminationG_0@4	sat	lam13n1	1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@0	sat	lam1n0	-100002537
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@1	sat	i3^0	50
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@2	sat	Nl10fcode5^03	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@3	sat	lam13n4	-100000002
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2_fixed__p17785_terminationG_0@4	sat	Nl10hshift11^03	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@0	sat	lam1n6	-100310483
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@1	sat	undef689	-100654984
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@2	sat	lam2n6	-100296661
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@3	sat	block_compress^0	-100684892
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__compress.t2__p17831_safety_0@4	sat	lam1n5	-100299428
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@0	sat	lam9n0	-100000003
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@1	sat	lam0n1	-100000006
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@2	sat	lam3n0	-100016561
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@3	sat	lam1n0	-100017058
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18000_terminationG_0@4	sat	lam8n2	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@0	sat	lam5n3	-100044388
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@1	sat	Nl1x^01	-1
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@2	sat	lam1n3	-100808426
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@3	sat	lam8n2	-100002626
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18004_terminationG_0@4	sat	lam1n2	-100215563
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@0	sat	lam2n1	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@1	sat	lam3n5	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@2	sat	lam2n6	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@3	sat	UndefCntr0_x^0	-100000004
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18024_edge_closing_0@4	sat	lam11n2	-103929965
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@0	sat	lam11n1	-100000189
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@1	sat	UndefCntr0_x^0	-100000153
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@2	sat	lam3n3	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@3	sat	lam1n5	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2_fixed__p18027_edge_closing_0@4	sat	lam9n0	0
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@0	sat	lam3n1	-100105322
benchmarks/QF_NIA/20170427-VeryMax/ITS/From_T2__consts2nt.t2__p18041_terminationG_0@1	sat	RFN1_CT	-100044515
